pdb_id,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph,pfam_accession,pfam_name,pfam_clan_name,pfam_description,interpro_accession,interpro_name,cath_code,cath_class,cath_architecture,cath_topology,cath_homologous_superfamily,ec_number,enzyme_name,enzyme_systematic_name,ec_hierarchy_name,go_id,biological_process,biological_function,biological_cell_component,scop_class,scop_fold,scop_superfamily,scop_family,uniprot_accession,uniprot_id,uniprot_coverage,bmrb_id,emdb_id,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues,molecule_name,all_molecule_name,modified_residue_flag,molecule_type,mutation_type,molecule_synonym,gene_name,entity_id
6k8q,Solution NMR,y,Solution structure of the intermembrane space domain of the mitochondrial import protein Tim21 from S. cerevisiae,"Bala S,Shinya S,Srivastava A,Shimada A,Kobayashi N,Kojima C,Tama F,Miyashita O,Kohda D",Engineered,,,,,,,,,,,,,,,,,,,,,,,"IPR038552,IPR013261","Tim21 IMS domain superfamily,Mitochondrial import inner membrane translocase subunit Tim21",3.10.450.320,Alpha Beta,Roll,"Nuclear Transport Factor 2; Chain: A\,",Mitochondrial import inner membrane translocase subunit Tim21,,,,,"GO:0030150,GO:0005744",protein import into mitochondrial matrix,,TIM23 mitochondrial import inner membrane translocase complex,,,,,P53220,TIM21_YEAST,0.47,36264,,13571.599,1,115,1,0,1,115,Mitochondrial import inner membrane translocase subunit TIM21,,N,Protein,Expression tag,Mitochondrial import inner membrane translocase subunit TIM21,"TIM21,YGR033C",1
1j4p,Solution NMR,,NMR STRUCTURE OF THE FHA1 DOMAIN OF RAD53 IN COMPLEX WITH A RAD9-DERIVED PHOSPHOTHREONINE (AT T155) PEPTIDE,"Yuan C,Yongkiettrakul S,Byeon I-JL,Zhou S,Tsai M-D",Synthetic,,,,,,,,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14737,RAD9_YEAST,0.01,,,1617.754,2,328,2,0,2,13,DNA repair protein RAD9,,Y,Protein,Modified residue,DNA repair protein RAD9,"RAD9,YDR217C,YD9934.02C",2
2mjd,Solution NMR,y,Oxidized Yeast Adrenodoxin Homolog 1,"Gallo A,Banci L",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00111,Fer2,Fer2,2Fe-2S iron-sulfur cluster binding domain,"IPR001055,IPR036010,IPR001041,IPR012675","Adrenodoxin,2Fe-2S ferredoxin-like superfamily,2Fe-2S ferredoxin-type iron-sulfur binding domain,Beta-grasp domain superfamily","3.10.20.30,3.10.20.30","Alpha Beta,Alpha Beta","Roll,Roll","Ubiquitin-like (UB roll),Ubiquitin-like (UB roll)","Beta-grasp domain,Ubiquitin-like (UB roll)",,,,,"GO:0009055,GO:0051536,GO:0051537",,"electron transfer activity,iron-sulfur cluster binding,2 iron\, 2 sulfur cluster binding",,,,,,Q12184,ADRX_YEAST,0.67,19717,,12635.012,1,347,1,1,1,115,"Adrenodoxin homolog\, mitochondrial",,N,Protein,,"Adrenodoxin homolog\, mitochondrial,Mitochondrial ferredoxin","YPL252C,YAH1",1
5h7p,Solution NMR,y,NMR structure of the Vta1NTD-Did2(176-204) complex,"Shen J,Yang Z,Wild CJ",Engineered,,,,,,,,,,,,,,,,,,,PF04652,Vta1,,Vta1 like,"IPR039431,IPR023175","Vta1/callose synthase\, N-terminal,Vacuolar protein sorting-associate protein Vta1/Callose synthase\, N-terminal",1.25.40.270,Mainly Alpha,Alpha Horseshoe,"Serine Threonine Protein Phosphatase 5\, Tetratricopeptide repeat",Vacuolar protein sorting-associated protein vta1,,,,,,,,,,,,,Q06263,VTA1_YEAST,0.51,25767,,19062.043,2,392,2,0,2,167,Vacuolar protein sorting-associated protein VTA1,,N,Protein,,"Vacuolar protein sorting-associated protein VTA1,VPS20-associated protein 1","YLR181C,VTA1",1
2my3,Solution NMR,y,Snu17p-Pml1p structure intermediate during RES complex assembly,"Wysoczanski P,Becker S,Zweckstetter M",Engineered,,,,,,,,,,,,,,,,,,,PF00076,RRM_1,RRM,"RNA recognition motif. (a.k.a. RRM\, RBD\, or RNP domain)","IPR000504,IPR012677,IPR035979","RNA recognition motif domain,Nucleotide-binding alpha-beta plait domain superfamily,RNA-binding domain superfamily",,,,,,,,,,GO:0003676,,nucleic acid binding,,,,,,P40565,IST3_YEAST,0.77,"19766,25443",,13495.979,2,282,2,0,2,118,U2 snRNP component IST3,,N,Protein,Expression tag,"U2 snRNP component IST3,U2 snRNP protein SNU17,Increased sodium tolerance protein 3","IST3,SNU17,YIR005W,YIB5W",1
2m80,Solution NMR,y,Solution structure of yeast dithiol glutaredoxin Grx8,"Tang Y,Zhang J,Yu J,Wu J,Zhou CZ,Shi Y",Engineered,,,,,,,,,,,,,,,,,,,PF00462,Glutaredoxin,Thioredoxin,Glutaredoxin,IPR036249,Thioredoxin-like superfamily,3.40.30.10,Alpha Beta,3-Layer(aba) Sandwich,Glutaredoxin,Glutaredoxin,,,,,"GO:0008150,GO:0022900,GO:0098869,GO:0055114,GO:0045454,GO:0009055,GO:0004362,GO:0015035,GO:0005623,GO:0005737","biological_process,electron transport chain,cellular oxidant detoxification,oxidation-reduction process,cell redox homeostasis","electron transfer activity,glutathione-disulfide reductase activity,protein disulfide oxidoreductase activity","cell,cytoplasm",,,,,Q05926,GLRX8_YEAST,1.0,19218,,13551.499,1,351,1,0,1,109,Glutaredoxin-8,,N,Protein,Expression tag,"Glutaredoxin-8,Glutathione-dependent oxidoreductase 8","YLR364W,GRX8",1
5h7p,Solution NMR,y,NMR structure of the Vta1NTD-Did2(176-204) complex,"Shen J,Yang Z,Wild CJ",Engineered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P69771,DID2_YEAST,0.14,25767,,3341.793,2,392,2,0,2,29,Vacuolar protein-sorting-associated protein 46,,N,Protein,,"DOA4-independent degradation protein 2,Fifty two inhibitor 1,Vacuolar protein-sorting-associated protein 46,Charged multivesicular body protein 1","CHM1,DID2,FTI1,YKR035W-A,VPS46",2
2mrp,Solution NMR,y,NMR solution structure of the Ubiquitin like domain (UBL) of DNA-damage-inducible 1 protein (Ddi1),"Nowicka U,Fushman D,Chen T",Engineered,,,,,,,,P 1,,,,,,,,,,,,,,,IPR029071,Ubiquitin-like domain superfamily,3.10.20.90,Alpha Beta,Roll,Ubiquitin-like (UB roll),"Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A\, domain 1",,,,,,,,,,,,,P40087,DDI1_YEAST,0.18,25088,,10589.902,1,188,1,0,1,79,DNA damage-inducible protein 1,,N,Protein,Expression tag,"DNA damage-inducible protein 1,v-SNARE-master 1","DDI1,YER143W,VSM1",1
2lcs,Solution NMR,y,Yeast Nbp2p SH3 domain in complex with a peptide from Ste20p,"Gorelik M,Davidson AR",Synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7.11.1,Non-specific serine/threonine protein kinase,ATP:protein phosphotransferase (non-specific),"Transferases,Transferring phosphorus-containing groups,Protein-serine/threonine kinases,Non-specific serine/threonine protein kinase",,,,,,,,,Q03497,STE20_YEAST,0.02,17629,,1639.915,2,178,2,0,2,16,Serine/threonine-protein kinase STE20,,N,Protein,,Serine/threonine-protein kinase STE20,"STE20,YHL007C",2
1j4q,Solution NMR,,NMR STRUCTURE OF THE FHA1 DOMAIN OF RAD53 IN COMPLEX WITH A RAD9-DERIVED PHOSPHOTHREONINE (AT T192) PEPTIDE,"Yuan C,Yongkiettrakul S,Byeon I-JL,Zhou S,Tsai M-D",Synthetic,,,,,,,,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14737,RAD9_YEAST,0.01,,,1489.474,2,328,2,0,2,13,DNA repair protein RAD9,,Y,Protein,Modified residue,DNA repair protein RAD9,"RAD9,YDR217C,YD9934.02C",2
5ij4,Solution NMR,y,Solution structure of AN1-type zinc finger domain from Cuz1 (Cdc48 associated ubiquitin-like/zinc-finger protein-1),"Sun Z-YJ,Hanna J,Wagner G,Bhanu MK,Allan M,Arthanari H",Engineered,,,,,,,,,,,,,,,,,,,PF01428,zf-AN1,,AN1-like Zinc finger,"IPR035896,IPR000058","AN1-like Zinc finger,Zinc finger\, AN1-type",,,,,,,,,,GO:0008270,,zinc ion binding,,,,,,P53899,CUZ1_YEAST,0.18,30030,,6003.831,1,49,1,1,1,49,CDC48-associated ubiquitin-like/zinc finger protein 1,,N,Protein,,"CDC48-associated UBL/Zn-finger protein 1,CDC48-associated ubiquitin-like/zinc finger protein 1","CUZ1,N1751,YNL155W",1
2n5b,Solution NMR,y,Structures of the OXIDIZED state of the mutant D24A of yeast thioredoxin 1,"Iqbal A,Moraes AH,Valente AP,Almeida FCL",Engineered,,,,,,,,,,,,,,,,,,,PF00085,Thioredoxin,Thioredoxin,Thioredoxin,"IPR005746,IPR036249,IPR013766","Thioredoxin,Thioredoxin-like superfamily,Thioredoxin domain",3.40.30.10,Alpha Beta,3-Layer(aba) Sandwich,Glutaredoxin,Glutaredoxin,,,,,"GO:0006662,GO:0006890,GO:0042144,GO:0015031,GO:0009263,GO:0080058,GO:0055114,GO:0000011,GO:0045454,GO:0006888,GO:0015036,GO:0015035,GO:0005634,GO:0016020,GO:0005794,GO:0005623,GO:0005758,GO:0005737,GO:0005739,GO:0005829,GO:0000139","glycerol ether metabolic process,retrograde vesicle-mediated transport\, Golgi to endoplasmic reticulum,vacuole fusion\, non-autophagic,protein transport,deoxyribonucleotide biosynthetic process,protein deglutathionylation,oxidation-reduction process,vacuole inheritance,cell redox homeostasis,endoplasmic reticulum to Golgi vesicle-mediated transport","disulfide oxidoreductase activity,protein disulfide oxidoreductase activity","nucleus,membrane,Golgi apparatus,cell,mitochondrial intermembrane space,cytoplasm,mitochondrion,cytosol,Golgi membrane",,,,,P22217,TRX1_YEAST,1.0,25703,,11200.922,1,206,1,0,1,103,Thioredoxin-1,,N,Protein,Engineered mutation,"TR-I,Thioredoxin-1,Thioredoxin I,Thioredoxin-2","YLR043C,TRX2,TRX1",1
2jqi,Solution NMR,y,NMR Structure of the Rad53 FHA1 domain in complex with a phosphothreonien peptide derived from Rad53 SCD1,"Yuan C,Mahajan A,Tsai M",Synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7.12.1,Dual-specificity kinase,ATP:protein phosphotransferase (Ser/Thr- and Tyr-phosphorylating),"Transferases,Transferring phosphorus-containing groups,Dual-specificity kinases (those acting on Ser/Thr and Tyr residues),Dual-specificity kinase",,,,,,,,,P22216,RAD53_YEAST,0.01,,,1197.146,2,322,2,0,2,10,Serine/threonine-protein kinase RAD53,,Y,Protein,Modified residue,"Serine/threonine-protein kinase RAD53,Serine-protein kinase 1,CHEK2 homolog","RAD53,SAD1,YPL153C,MEC2,P2588,SPK1",2
2n18,Solution NMR,y,Dominant form of the low-affinity complex of yeast cytochrome c and cytochrome c peroxidase,"Volkov A,Van de Water K",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00141,peroxidase,Peroxidase,Peroxidase,"IPR010255,IPR002016,IPR002207","Haem peroxidase superfamily,Haem peroxidase,Class I peroxidase","1.10.420.10,1.10.520.10","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","Peroxidase; domain 2,Peroxidase; domain 1","Peroxidase\, domain 2,Peroxidase; domain 1",1.11.1.5,Cytochrome-c peroxidase,Ferrocytochrome-c:hydrogen-peroxide oxidoreductase,"Oxidoreductases,Acting on a peroxide as acceptor,Peroxidases,Cytochrome-c peroxidase","GO:0006979,GO:0055114,GO:0004601,GO:0020037","response to oxidative stress,oxidation-reduction process","peroxidase activity,heme binding",,,,,,P00431,CCPR_YEAST,0.81,25551,,33543.188,3,1536,3,2,3,294,"Cytochrome c peroxidase\, mitochondrial",,N,Protein,Engineered mutation,"Cytochrome c peroxidase\, mitochondrial,CCP","YKR066C,CCP,CCP1,CPO",1
2n18,Solution NMR,y,Dominant form of the low-affinity complex of yeast cytochrome c and cytochrome c peroxidase,"Volkov A,Van de Water K",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00034,Cytochrom_C,Cytochrome-c,Cytochrome c,"IPR036909,IPR002327,IPR009056","Cytochrome c-like domain superfamily,Cytochrome c\, class IA/ IB,Cytochrome c-like domain",1.10.760.10,Mainly Alpha,Orthogonal Bundle,"Cytochrome Bc1 Complex; Chain D\, domain 2",Cytochrome c-like domain,,,,,"GO:0006123,GO:0006122,GO:0055114,GO:0005515,GO:0009055,GO:0046872,GO:0020037,GO:0005758,GO:0005739,GO:0070469","mitochondrial electron transport\, cytochrome c to oxygen,mitochondrial electron transport\, ubiquinol to cytochrome c,oxidation-reduction process","protein binding,electron transfer activity,metal ion binding,heme binding","mitochondrial intermembrane space,mitochondrion,respirasome",,,,,P00044,CYC1_YEAST,0.99,25551,,12073.835,3,1536,3,2,3,108,Cytochrome c isoform 1,,N,Protein,,"Cytochrome c isoform 1,Cytochrome c aerobic isoform,Iso-1-cytochrome c","J1653,CYC1,YJR048W",3
2lox,Solution NMR,y,NMR structure of the complex between the PH domain of the Tfb1 subunit from TFIIH and Rad2,"Lafrance-Vanasse J,Legault P,Omichinski J",Engineered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P07276,RAD2_YEAST,0.05,"6225,18229",,6014.244,2,342,2,0,2,20,DNA repair protein RAD2,,N,Protein,Expression tag,DNA repair protein RAD2,"RAD2,YGR258C",2
2lox,Solution NMR,y,NMR structure of the complex between the PH domain of the Tfb1 subunit from TFIIH and Rad2,"Lafrance-Vanasse J,Legault P,Omichinski J",Engineered,,,,,,,,,,,,,,,,,,,PF08567,PH_TFIIH,PH,"TFIIH p62 subunit\, N-terminal domain","IPR011993,IPR027079,IPR013876","PH-like domain superfamily,TFIIH subunit Tfb1/GTF2H1,TFIIH p62 subunit\, N-terminal",2.30.29.30,Mainly Beta,Roll,PH-domain like,Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB),,,,,"GO:0006351,GO:0006289,GO:0000439","transcription\, DNA-templated,nucleotide-excision repair",,transcription factor TFIIH core complex,,,,,P32776,TFB1_YEAST,0.18,"6225,18229",,13249.011,2,342,2,0,2,115,General transcription and DNA repair factor IIH subunit TFB1,,N,Protein,Expression tag,"General transcription and DNA repair factor IIH subunit TFB1,TFIIH subunit TFB1,RNA polymerase II transcription factor B 73 kDa subunit,RNA polymerase II transcription factor B p73 subunit,RNA polymerase II transcription factor B subunit 1","D9740.3,YDR311W,TFB1",1
2mum,Solution NMR,y,Solution structure of the PHD domain of Yeast YNG2,"Taeb S,Kaustov L,Lemak A,Farhadi S,Sheng Y",Engineered,,,,,,,,,,,,,,,,,,,,,,,"IPR013083,IPR001965,IPR028651,IPR011011,IPR019787","Zinc finger\, RING/FYVE/PHD-type,Zinc finger\, PHD-type,ING family,Zinc finger\, FYVE/PHD-type,Zinc finger\, PHD-finger",3.30.40.10,Alpha Beta,2-Layer Sandwich,Herpes Virus-1,"Zinc/RING finger domain\, C3HC4 (zinc finger)",,,,,,,,,,,,,P38806,YNG2_YEAST,0.18,25221,,5938.829,1,102,1,1,1,50,Chromatin modification-related protein YNG2,,N,Protein,,"ESA1-associated factor 4,ING1 homolog 2,Chromatin modification-related protein YNG2","YNG2,EAF4,YHR090C,NBN1",1
2n18,Solution NMR,y,Dominant form of the low-affinity complex of yeast cytochrome c and cytochrome c peroxidase,"Volkov A,Van de Water K",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00034,Cytochrom_C,Cytochrome-c,Cytochrome c,"IPR036909,IPR002327,IPR009056","Cytochrome c-like domain superfamily,Cytochrome c\, class IA/ IB,Cytochrome c-like domain",1.10.760.10,Mainly Alpha,Orthogonal Bundle,"Cytochrome Bc1 Complex; Chain D\, domain 2",Cytochrome c-like domain,,,,,"GO:0006123,GO:0055114,GO:0006122,GO:0005515,GO:0009055,GO:0046872,GO:0020037,GO:0005758,GO:0070469,GO:0005739","mitochondrial electron transport\, cytochrome c to oxygen,oxidation-reduction process,mitochondrial electron transport\, ubiquinol to cytochrome c","protein binding,electron transfer activity,metal ion binding,heme binding","mitochondrial intermembrane space,respirasome,mitochondrion",,,,,P00044,CYC1_YEAST,0.98,25551,,12073.835,3,1536,3,2,3,108,Cytochrome c isoform 1,,N,Protein,"Expression tag,Engineered mutation","Cytochrome c isoform 1,Cytochrome c aerobic isoform,Iso-1-cytochrome c","J1653,CYC1,YJR048W",2
2lir,Solution NMR,y,NMR Solution Structure of Yeast Iso-1-cytochrome c Mutant P71H in oxidized states,"Lan W,Wang Z,Yang Z,Zhu J,Ying T,Jiang X,Zhang X,Wu H,Liu M,Tan X,Cao C,Huang ZX",Engineered,,,,,,,,,,,,,,,,,,,PF00034,Cytochrom_C,Cytochrome-c,Cytochrome c,"IPR036909,IPR002327,IPR009056","Cytochrome c-like domain superfamily,Cytochrome c\, class IA/ IB,Cytochrome c-like domain",1.10.760.10,Mainly Alpha,Orthogonal Bundle,"Cytochrome Bc1 Complex; Chain D\, domain 2",Cytochrome c-like domain,,,,,"GO:0006123,GO:0006122,GO:0055114,GO:0005515,GO:0046872,GO:0009055,GO:0020037,GO:0005758,GO:0005739,GO:0070469","mitochondrial electron transport\, cytochrome c to oxygen,mitochondrial electron transport\, ubiquinol to cytochrome c,oxidation-reduction process","protein binding,metal ion binding,electron transfer activity,heme binding","mitochondrial intermembrane space,mitochondrion,respirasome",,,,,P00044,CYC1_YEAST,0.99,17903,,12054.726,1,217,1,1,1,108,Cytochrome c isoform 1,,N,Protein,Engineered mutation,"Cytochrome c isoform 1,Cytochrome c aerobic isoform,Iso-1-cytochrome c","J1653,CYC1,YJR048W",1
2m9v,Solution NMR,y,Structure of Saccharomyces cerevisiae Est3 protein,"Rao T,Armstrong GS,Wuttke DS",Engineered,,,,,,,,,,,,,,,,,,,PF10341,TPP1,OB,"Shelterin complex subunit\, TPP1/ACD",,,2.40.50.960,Mainly Beta,Beta Barrel,"OB fold (Dihydrolipoamide Acetyltransferase\, E2P)","OB fold (Dihydrolipoamide Acetyltransferase\, E2P)",,,,,"GO:0007004,GO:0003924,GO:0005515,GO:0033677,GO:0042162,GO:0005634,GO:0005697,GO:0000781,GO:0005694,GO:0005829",telomere maintenance via telomerase,"GTPase activity,protein binding,DNA/RNA helicase activity,telomeric DNA binding","nucleus,telomerase holoenzyme complex,chromosome\, telomeric region,chromosome,cytosol",,,,,"Q03096,Q03096-2","EST3_YEAST,EST3_YEAST",0.93,19311,,19297.86,1,340,1,0,1,170,Telomere replication protein EST3,,N,Protein,"Expression tag,Engineered mutation","Ever shorter telomeres protein 3,Telomere replication protein EST3","EST3,YIL009C-A",1
2l4u,Solution NMR,y,Solution structure of Ste5PM24 in the presence of SDS micelle,"Bhunia A,Bhattacharjya S",Synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P32917,STE5_YEAST,0.03,17256,,2897.471,1,24,1,0,1,24,Protein STE5,,N,Protein,,Protein STE5,"YDR103W,STE5,NUL3,YD8557.12",1
6kjo,Solution NMR,y,The microtubule-binding domains of yeast cytoplasmic dynein in the low affinity state,"Nishida N,Komori Y,Takarada O,Watanabe A,Tamura S,Kubo S,Shimada I,Kikkawa M",Engineered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P36022,DYHC_YEAST,0.03,11495,,16525.951,1,141,1,0,1,141,"Dynein heavy chain\, cytoplasmic",,N,Protein,"Expression tag,Engineered mutation","Dynein heavy chain\, cytoplasmic,DYHC,Dynein heavy chain\, cytosolic","DYN1,DHC1,YKR054C",1
6kjn,Solution NMR,y,The microtubule-binding domains of yeast cytoplasmic dynein in the high affinity state,"Nishida N,Komori Y,Takarada O,Watanabe A,Tamura S,Kubo S,Shimada I,Kikkawa M",Engineered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P36022,DYHC_YEAST,0.03,11490,,16499.871,1,141,1,0,1,141,"Dynein heavy chain\, cytoplasmic",,N,Protein,"Expression tag,Engineered mutation","Dynein heavy chain\, cytoplasmic,DYHC,Dynein heavy chain\, cytosolic","DYN1,DHC1,YKR054C",1
5vx7,Solution NMR,y,Solution NMR structure of the BRCT domain of S. cerevisiae Rev1,"Xu C,Cui G,Botuyan MV,Mer G",Engineered,,,,,,,,,,,,,,,,,,,PF16589,BRCT_2,BRCT-like,"BRCT domain\, a BRCA1 C-terminus domain","IPR001357,IPR036420","BRCT domain,BRCT domain superfamily",3.40.50.10190,Alpha Beta,3-Layer(aba) Sandwich,Rossmann fold,BRCT domain,,,,,,,,,,,,,P12689,REV1_YEAST,0.09,30298,,10703.555,1,93,1,0,1,91,DNA repair protein REV1,,N,Protein,Expression tag,"Reversionless protein 1,DNA repair protein REV1","REV1,YOR346W,O6339",1
2n23,Solution NMR,y,NMR structure of the complex between the PH domain of the Tfb1 subunit from TFIIH and the N-terminal activation domain of EKLF (TAD1),"Lecoq L,Morse T,Raiola L,Arseneault G,Omichinski J",Engineered,,,,,,,,,,,,,,,,,,,PF08567,PH_TFIIH,PH,"TFIIH p62 subunit\, N-terminal domain","IPR011993,IPR027079,IPR013876","PH-like domain superfamily,TFIIH subunit Tfb1/GTF2H1,TFIIH p62 subunit\, N-terminal",2.30.29.30,Mainly Beta,Roll,PH-domain like,Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB),,,,,"GO:0006351,GO:0006289,GO:0000439","transcription\, DNA-templated,nucleotide-excision repair",,transcription factor TFIIH core complex,,,,,P32776,TFB1_YEAST,0.18,"6225,25584",,12903.701,2,402,2,0,2,115,General transcription and DNA repair factor IIH subunit TFB1,,N,Protein,Expression tag,"General transcription and DNA repair factor IIH subunit TFB1,TFIIH subunit TFB1,RNA polymerase II transcription factor B 73 kDa subunit,RNA polymerase II transcription factor B p73 subunit,RNA polymerase II transcription factor B subunit 1","D9740.3,YDR311W,TFB1",1
2lxa,Solution NMR,y,Solution structure of the Get5 ubiquitin-like domain,"Chartron JW,Vandervelde DG,Clemons Jr WM",Engineered,,,,,,,,,,,,,,,,,,,,,,,"IPR029071,IPR000626","Ubiquitin-like domain superfamily,Ubiquitin-like domain",3.10.20.90,Alpha Beta,Roll,Ubiquitin-like (UB roll),"Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A\, domain 1",,,,,,,,,,,,,Q12285,MDY2_YEAST,0.37,18669,,9999.677,1,261,1,0,1,87,Ubiquitin-like protein MDY2,,N,Protein,"Expression tag,Initiating methionine","Ubiquitin-like protein MDY2,Golgi to ER traffic protein 5,Mating-deficient protein 2,Translation machinery-associated protein 24","MDY2,TMA24,GET5,YOL111C",1
2li6,Solution NMR,y,"1H, 13C, and 15N Chemical Shift Assignments for yeast protein","Wang T,Zhang J,Tu X",Engineered,,,,,,,,,,,,,,,,,,,PF01388,ARID,HTH,ARID/BRIGHT DNA binding domain,"IPR001606,IPR036431","ARID DNA-binding domain,ARID DNA-binding domain superfamily",1.10.150.60,Mainly Alpha,Orthogonal Bundle,DNA polymerase; domain 1,ARID DNA-binding domain,,,,,GO:0003677,,DNA binding,,,,,,P09547,SWI1_YEAST,0.09,17880,,13818.961,1,232,1,0,1,116,SWI/SNF chromatin-remodeling complex subunit SWI1,,N,Protein,,"Transcription regulatory protein SWI1,Regulatory protein GAM3,SWI/SNF chromatin-remodeling complex subunit SWI1,Transcription regulatory protein ADR6,SWI/SNF complex subunit SWI1","LPA1,ADR6,YPL016W,SWI1,GAM3",1
2lh0,Solution NMR,y,NMR structure of the histone-interacting N-terminal homodimeric region of Rtt106,"Hu Q,Cui G,Mer G",Engineered,,,,,,,,,,,,,,,,,,,PF18215,Rtt106_N,,Histone chaperone Rtt106 N-terminal domain,IPR040993,"Histone chaperone Rtt106\, N-terminal domain","1.10.8.820,6.10.10.70",Mainly Alpha,Orthogonal Bundle,"Helicase\, Ruva Protein; domain 3","Helicase\, Ruva Protein; domain 3",,,,,,,,,,,,,P40161,RT106_YEAST,0.15,17832,,8129.175,2,280,1,0,2,70,Histone chaperone RTT106,,N,Protein,"Expression tag,Variant","Histone chaperone RTT106,Regulator of Ty1 transposition protein 106","N1346,RTT106,YNL206C",1
2mr9,Solution NMR,y,NMR structure of UBA domain of DNA-damage-inducible 1 protein (Ddi1),"Zhang D,Fushman D",Engineered,,,,,,,,,,,,,,,,,,,PF00627,UBA,UBA,UBA/TS-N domain,"IPR015940,IPR009060","Ubiquitin-associated domain,UBA-like superfamily","1.10.8.10,1.10.8.10","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","Helicase\, Ruva Protein; domain 3,Helicase\, Ruva Protein; domain 3","DNA helicase RuvA subunit\, C-terminal domain,Ubiquitin-associated (UBA) domain",,,,,,,,,,,,,P40087,DDI1_YEAST,0.09,25066,,4745.367,1,88,1,0,1,44,DNA damage-inducible protein 1,,N,Protein,Expression tag,"DNA damage-inducible protein 1,v-SNARE-master 1","DDI1,YER143W,VSM1",1
6gc3,Solution NMR,y,Structure of Nrd1 CID - Sen1 NIM complex,"Jasnovidova O,Kubicek K,Stefl R",Synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q00416,SEN1_YEAST,0.01,34260,,1371.274,2,173,2,0,2,12,Helicase SEN1,,N,Protein,,"tRNA-splicing endonuclease positive effector,Helicase SEN1","YLR430W,L9576.1,SEN1",2
